State,County,FIPS,CensusTract,POP2010,OHU2010,MedianFamilyIncome,lapop20,lalowi20,lasnap20,TractLOWI,TractSNAP,lapop20_share,lalowi20_share,lasnap20_share
AK,Haines,2100,2100000100,2508,1149,66250,434.2534701,156.17887919999998,20.47717745,800,122,17.314731662679424,6.227228038277511,16.78457168032787
AK,Hoonah-Angoon,2105,2105000200,95,41,51250,6.646032999,2.4167392569999997,0.46516238299999996,24,5,6.995824209473684,2.5439360599999996,9.30324766
AK,Juneau,2110,12660002100,31275,12187,585242,28.999881161999998,4.370711664,1.136188827,5725,978,0.09272543936690647,0.013975097247002398,0.11617472668711656
AK,Kenai Peninsula,2122,27586009100,55400,22161,973259,1488.216309903,436.775244187,35.223284804,14372,1762,2.686311028705776,0.7884029678465705,1.9990513509648127
AK,Ketchikan Gateway,2130,8520001000,13477,5305,340701,23.17786131,0.0,0.823375669,3373,752,0.17198086599391557,0.0,0.10949144534574469
AK,Kodiak Island,2150,10750001500,13592,4630,371695,487.6159858,219.50797090000003,16.65827178,3753,418,3.5875219673337253,1.6149791855503237,3.985232483253588
AK,Lake and Peninsula,2164,2164000100,1631,553,54148,1625.1002039999998,708.1138411000001,104.5774278,648,97,99.63827124463518,43.415931397915394,107.8117812371134
AK,Matanuska-Susitna,2170,52080016643,88995,31824,1949767,3694.2704343149994,1373.429294496,201.3493334475,23491,3398,4.151098864335075,1.5432656828990394,5.925524821880518
AK,Nome,2180,4360000300,9492,2815,108358,4442.699835827,3024.1095661659997,592.622588089,5227,873,46.80467589366836,31.859561379751366,67.88345797124857
AK,North Slope,2185,6555000600,9430,2029,161607,5217.000069,1148.9630498000001,118.1052638,2305,341,55.323436574761395,12.184125660657477,34.63497472140762
AK,Northwest Arctic,2188,4376000300,7523,1919,133002,3506.0538439999996,2133.877585,367.89407539999996,3527,588,46.604464229695594,28.364716004253626,62.56701962585033
AK,Sitka,2220,4440000300,8881,3545,159789,34.88431959,0.0,1.148861333,1900,341,0.3927972029050782,0.0,0.3369094818181818
AK,Skagway Municipality,2230,2230000100,968,436,84375,0.15933171699999998,0.025967544,0.0053522280000000005,162,13,0.016459888119834707,0.0026825975206611567,0.04117098461538462
AK,Southeast Fairbanks,2240,4480000500,7029,2567,133918,2633.5808294000003,1066.7976334,156.593566411,2518,234,37.46736135154361,15.177089677052214,66.92032752606838
AK,Valdez-Cordova,2261,6783000600,9636,3966,270974,1674.7541091340001,613.826402251,95.365996844,2305,233,17.380179629867165,6.3701370096616845,40.92961237939914
AK,Wade Hampton,2270,2270000100,7459,1745,42072,3992.999985,2725.939362,482.4189323,5390,892,53.532644925593246,36.54564099745274,54.08283994394619
AK,Yakutat,2282,2282000100,662,270,76000,662.000001,167.84566840000002,26.49056628,161,26,100.0000001510574,25.35433057401813,101.88679338461539
AK,Yukon-Koyukuk,2290,9160001000,5588,2217,192891,5587.999995,2779.7991477,718.4970758,2764,665,99.99999991052255,49.74586878489621,108.04467305263157
AL,Autauga,1001,12012247403,54571,20221,732995,0.0,0.0,0.0,18692,2682,0.0,0.0,0.0
AL,Baldwin,1003,31093340873,182265,73180,1880613,0.0,0.0,0.0,63277,6471,0.0,0.0,0.0
AL,Barbour,1005,9053554500,27457,9820,388107,0.0,0.0,0.0,12484,2097,0.0,0.0,0.0
AL,Bibb,1007,4028040010,22915,7953,173450,0.0,0.0,0.0,10123,1125,0.0,0.0,0.0
AL,Blount,1009,9081453506,57322,21578,469224,0.0,0.0,0.0,22865,2900,0.0,0.0,0.0
AL,Bullock,1011,3035856800,10914,3745,135821,0.0,0.0,0.0,5279,794,0.0,0.0,0.0
AL,Butler,1013,9125577900,20947,8491,383333,0.0,0.0,0.0,10643,2123,0.0,0.0,0.0
AL,Calhoun,1015,31467986718,118572,47331,1290421,0.0,0.0,0.0,50179,8904,0.0,0.0,0.0
AL,Chambers,1017,9161588400,34215,13933,375212,0.0,0.0,0.0,16574,2519,0.0,0.0,0.0
AL,Cherokee,1019,6119735203,25989,10626,273186,0.0,0.0,0.0,11661,1960,0.0,0.0,0.0
AL,Chilton,1021,9189543306,43643,16558,472111,0.0,0.0,0.0,18310,2952,0.0,0.0,0.0
AL,Choctaw,1023,4095827400,13859,5866,193441,0.0,0.0,0.0,5522,1266,0.0,0.0,0.0
AL,Clarke,1025,9233620009,25833,10337,404304,0.0,0.0,0.0,11721,1907,0.0,0.0,0.0
AL,Clay,1027,4111836200,13932,5670,171716,0.0,0.0,0.0,6763,877,0.0,0.0,0.0
AL,Cleburne,1029,4119838600,14972,5891,179611,0.0,0.0,0.0,6395,850,0.0,0.0,0.0
AL,Coffee,1031,14434150303,49948,19849,730688,0.0,0.0,0.0,19665,2518,0.0,0.0,0.0
AL,Colbert,1033,14462288614,54428,22773,690673,0.0,0.0,0.0,21551,3874,0.0,0.0,0.0
AL,Conecuh,1035,5179802000,13228,5625,173514,0.0,0.0,0.0,7651,1497,0.0,0.0,0.0
AL,Coosa,1037,3113883300,11539,4794,132536,0.0,0.0,0.0,5708,785,0.0,0.0,0.0
AL,Covington,1039,14559472300,37765,15531,626540,0.0,0.0,0.0,16914,2517,0.0,0.0,0.0
AL,Crenshaw,1041,6251781900,13906,5652,301040,0.0,0.0,0.0,6070,999,0.0,0.0,0.0
AL,Cullman,1043,18791368703,80406,31864,875860,0.0,0.0,0.0,34526,4447,0.0,0.0,0.0
AL,Dale,1045,14630289906,50251,20065,765958,0.0,0.0,0.0,18224,3240,0.0,0.0,0.0
AL,Dallas,1047,15719350006,43820,17064,551409,0.0,0.0,0.0,24877,5176,0.0,0.0,0.0
AL,DeKalb,1049,14699450500,71109,26842,653557,0.0,0.0,0.0,32342,3988,0.0,0.0,0.0
AL,Elmore,1051,15765460706,79303,28301,956862,0.0,0.0,0.0,22358,3429,0.0,0.0,0.0
AL,Escambia,1053,9485732500,38319,14157,352805,0.0,0.0,0.0,19613,3404,0.0,0.0,0.0
AL,Etowah,1055,31650182612,104430,42036,1319856,0.0,0.0,0.0,44882,6554,0.0,0.0,0.0
AL,Fayette,1057,5285101000,17241,7100,215114,0.0,0.0,0.0,8173,1619,0.0,0.0,0.0
AL,Franklin,1059,9539759700,31704,12286,417795,0.0,0.0,0.0,15243,2304,0.0,0.0,0.0
AL,Geneva,1061,6366302100,26790,10920,275868,0.0,0.0,0.0,12500,1995,0.0,0.0,0.0
AL,Greene,1063,3189180300,9045,3764,91678,0.0,0.0,0.0,5738,1231,0.0,0.0,0.0
AL,Hale,1065,6390241500,15760,6273,251897,0.0,0.0,0.0,7867,1499,0.0,0.0,0.0
AL,Henry,1067,6402182100,17302,6994,334730,0.0,0.0,0.0,6601,1155,0.0,0.0,0.0
AL,Houston,1069,23518902306,101547,40969,1067495,0.0,0.0,0.0,42383,5731,0.0,0.0,0.0
AL,Jackson,1071,11791456600,53227,21513,498781,0.0,0.0,0.0,22772,3025,0.0,0.0,0.0
AL,Jefferson,1073,174900483108,658466,263568,9400933,0.0,0.0,0.0,243528,39967,0.0,0.0,0.0
AL,Lamar,1075,3225090300,14564,6103,121966,0.0,0.0,0.0,7298,1433,0.0,0.0,0.0
AL,Lauderdale,1077,23694244218,92709,38680,1131607,0.0,0.0,0.0,35490,5388,0.0,0.0,0.0
AL,Lawrence,1079,9719815500,34339,13654,453808,0.0,0.0,0.0,13904,2507,0.0,0.0,0.0
AL,Lee,1081,29188113735,140247,55682,1550578,0.0,0.0,0.0,60832,6406,0.0,0.0,0.0
AL,Limestone,1083,17328329312,82782,31446,927367,0.0,0.0,0.0,27460,4380,0.0,0.0,0.0
AL,Lowndes,1085,4343124100,11299,4352,149636,0.0,0.0,0.0,5921,1210,0.0,0.0,0.0
AL,Macon,1087,13046781706,21452,8499,560185,0.0,0.0,0.0,9961,2464,0.0,0.0,0.0
AL,Madison,1089,79497376663,334811,134700,5127319,0.0,0.0,0.0,100184,14817,0.0,0.0,0.0
AL,Marengo,1091,6551838900,21027,8535,268954,0.0,0.0,0.0,9943,1961,0.0,0.0,0.0
AL,Marion,1093,8751714800,30776,12651,347426,0.0,0.0,0.0,13978,2580,0.0,0.0,0.0
AL,Marshall,1095,19710551721,93019,35810,902111,0.0,0.0,0.0,42101,5740,0.0,0.0,0.0
AL,Mobile,1097,125058464729,412992,158435,5697544,0.0,0.0,0.0,168743,29059,0.0,0.0,0.0
AL,Monroe,1099,7693531300,23068,9214,286313,2.702830959,1.337097295,0.187111831,11955,1270,0.011716797984220565,0.005796329525749956,0.01473321503937008
AL,Montgomery,1101,71565232945,229363,89981,3619072,0.0,0.0,0.0,91743,17106,0.0,0.0,0.0
AL,Morgan,1103,29781100461,119490,47030,1511575,0.0,0.0,0.0,44765,6446,0.0,0.0,0.0
AL,Perry,1105,3317060900,10591,3947,98436,0.0,0.0,0.0,6410,1054,0.0,0.0,0.0
AL,Pickens,1107,5535251000,19746,8012,207403,0.0,0.0,0.0,9957,1694,0.0,0.0,0.0
AL,Pike,1109,8873511600,32899,13210,365873,0.0,0.0,0.0,15415,2602,0.0,0.0,0.0
AL,Randolph,1111,6666002100,22913,9164,267980,0.0,0.0,0.0,9513,1631,0.0,0.0,0.0
AL,Russell,1113,14469399006,52947,21229,588941,0.0,0.0,0.0,26609,4488,0.0,0.0,0.0
AL,Shelby,1117,53618408337,195085,74072,3868386,0.0,0.0,0.0,45246,4706,0.0,0.0,0.0
AL,St. Clair,1115,14495523337,83593,31624,747262,0.0,0.0,0.0,30437,4651,0.0,0.0,0.0
AL,Sumter,1119,4476045800,13763,5629,146318,21.49057625,13.70270672,3.498115303,7667,1598,0.15614746966504395,0.0995619176051733,0.21890583873591993
AL,Talladega,1121,24662240809,82291,31890,945283,0.0,0.0,0.0,36810,6635,0.0,0.0,0.0
AL,Tallapoosa,1123,11239623203,41616,16985,464770,0.0,0.0,0.0,18409,2881,0.0,0.0,0.0
AL,Tuscaloosa,1125,52875528705,194656,76141,2606220,0.0,0.0,0.0,71305,7869,0.0,0.0,0.0
AL,Walker,1127,20286378500,67023,26571,834806,0.0,0.0,0.0,30773,4763,0.0,0.0,0.0
AL,Washington,1129,5645220500,17581,6758,257390,0.0,0.0,0.0,6551,1117,0.0,0.0,0.0
AL,Wilcox,1131,4524139800,11670,4484,110032,2.104822197,1.382845537,0.230307344,7066,1094,0.018036179922879175,0.011849576152527849,0.021051859597806217
AL,Winston,1133,7937759506,24484,10163,302459,0.0,0.0,0.0,11845,1661,0.0,0.0,0.0
AR,Arkansas,5001,40011843600,19019,8005,398328,0.0,0.0,0.0,8043,1159,0.0,0.0,0.0
AR,Ashley,5003,35027722800,21853,8765,321885,0.0,0.0,0.0,10641,1770,0.0,0.0,0.0
AR,Baxter,5005,45053554500,41513,18748,429196,0.0,0.0,0.0,16843,2404,0.0,0.0,0.0
AR,Benton,5007,245344019087,221339,82087,3379979,0.0,0.0,0.0,76243,6663,0.0,0.0,0.0
AR,Boone,5009,35068532603,36903,15120,317560,0.0,0.0,0.0,16308,2285,0.0,0.0,0.0
AR,Bradley,5011,25059751500,11508,4673,203106,0.0,0.0,0.0,6205,1037,0.0,0.0,0.0
AR,Calhoun,5013,10026960300,5368,2262,92534,0.0,0.0,0.0,2524,250,0.0,0.0,0.0
AR,Carroll,5015,25079751500,27446,11393,225706,0.0,0.0,0.0,13240,1530,0.0,0.0,0.0
AR,Chicot,5017,20068321000,11800,4579,130628,0.0,0.0,0.0,6207,1219,0.0,0.0,0.0
AR,Clark,5019,25099768603,22995,8783,258933,0.0,0.0,0.0,9525,1265,0.0,0.0,0.0
AR,Clay,5021,30131702100,16083,6845,247973,0.0,0.0,0.0,8084,1153,0.0,0.0,0.0
AR,Cleburne,5023,35164362206,25970,11078,370844,0.0,0.0,0.0,10296,1034,0.0,0.0,0.0
AR,Cleveland,5025,10051940300,8689,3416,102830,0.0,0.0,0.0,3023,538,0.0,0.0,0.0
AR,Columbia,5027,25139751500,24552,9759,240812,0.0,0.0,0.0,10378,2070,0.0,0.0,0.0
AR,Conway,5029,30179702100,21273,8463,282695,0.0,0.0,0.0,9564,1454,0.0,0.0,0.0
AR,Craighead,5031,85527010215,96443,37291,880786,0.0,0.0,0.0,42416,6024,0.0,0.0,0.0
AR,Crawford,5033,55363223717,61948,23447,511748,0.0,0.0,0.0,27010,3381,0.0,0.0,0.0
AR,Crittenden,5035,100700612243,50902,19026,939625,0.0,0.0,0.0,24452,4079,0.0,0.0,0.0
AR,Cross,5037,30227702100,17870,7002,282841,0.0,0.0,0.0,8237,1227,0.0,0.0,0.0
AR,Dallas,5039,15119910600,8116,3280,146152,106.29631973,50.86032935,4.669770672,3279,547,1.309713155864958,0.6266674390093642,0.8537057901279708
AR,Desha,5041,25209751500,13008,5321,199303,0.0,0.0,0.0,6515,1448,0.0,0.0,0.0
AR,Drew,5043,25217451500,18509,7360,208453,0.0,0.0,0.0,8513,1426,0.0,0.0,0.0
AR,Faulkner,5045,126125764050,113237,42614,1558459,0.0,0.0,0.0,39492,4677,0.0,0.0,0.0
AR,Franklin,5047,15143850600,18125,7037,137665,0.0,0.0,0.0,8171,1098,0.0,0.0,0.0
AR,Fulton,5049,10099100300,12245,5196,83430,0.0,0.0,0.0,5951,977,0.0,0.0,0.0
AR,Garland,5051,101020224306,96024,40994,911474,0.0,0.0,0.0,41027,5407,0.0,0.0,0.0
AR,Grant,5053,20213881000,17853,6933,221541,0.0,0.0,0.0,5918,620,0.0,0.0,0.0
AR,Greene,5055,45499324403,42090,16425,431689,0.0,0.0,0.0,17419,2815,0.0,0.0,0.0
AR,Hempstead,5057,25287401500,22609,8839,221850,0.0,0.0,0.0,11616,1154,0.0,0.0,0.0
AR,Hot Spring,5059,35413142800,32923,12664,334580,0.0,0.0,0.0,12335,1739,0.0,0.0,0.0
AR,Howard,5061,15185850600,13789,5365,126236,698.7305947000001,322.83595479999997,17.93121991,7126,670,5.0673043346145485,2.3412571963159037,2.6763014791044775
AR,Independence,5063,40507923600,36647,14391,380488,0.0,0.0,0.0,16220,2014,0.0,0.0,0.0
AR,Izard,5065,20263841000,13696,5731,155277,0.0,0.0,0.0,6700,865,0.0,0.0,0.0
AR,Jackson,5067,25337401500,17997,6724,212318,0.0,0.0,0.0,7554,1449,0.0,0.0,0.0
AR,Jefferson,5069,121656034027,77435,28873,1025377,0.0,0.0,0.0,32445,5930,0.0,0.0,0.0
AR,Johnson,5071,30431711700,25540,9812,232016,38.7228885,19.50223995,0.9331096740000001,13415,1560,0.1516166346906813,0.07635959259984337,0.0598147226923077
AR,Lafayette,5073,10146940300,7645,3150,86271,0.0,0.0,0.0,3660,643,0.0,0.0,0.0
AR,Lawrence,5075,30452822003,17415,6938,260919,0.0,0.0,0.0,8268,1172,0.0,0.0,0.0
AR,Lee,5077,20309881000,10424,3624,142619,0.0,0.0,0.0,5326,1342,0.0,0.0,0.0
AR,Lincoln,5079,20319841800,14134,4207,167165,0.0,0.0,0.0,5394,1034,0.0,0.0,0.0
AR,Little River,5081,20324120703,13171,5411,192946,0.0,0.0,0.0,5143,623,0.0,0.0,0.0
AR,Logan,5083,30503702100,22353,8704,284709,0.0,0.0,0.0,10165,1386,0.0,0.0,0.0
AR,Lonoke,5085,81360325031,68356,25295,962526,0.0,0.0,0.0,22361,2616,0.0,0.0,0.0
AR,Madison,5087,20351841000,15717,6174,176288,160.46653187,87.66458149,6.777135361999999,7859,822,1.0209743072469302,0.5577691766240377,0.8244690221411191
AR,Marion,5089,20359840803,16653,7411,167278,0.0,0.0,0.0,8621,1167,0.0,0.0,0.0
AR,Miller,5091,61093206706,43462,17219,501962,0.0,0.0,0.0,18772,2958,0.0,0.0,0.0
AR,Mississippi,5093,61116129600,46480,17741,482336,0.0,0.0,0.0,23408,4154,0.0,0.0,0.0
AR,Monroe,5095,15287850600,8149,3481,130967,0.0,0.0,0.0,4418,953,0.0,0.0,0.0
AR,Montgomery,5097,15293859300,9487,4000,119673,0.094905579,0.045236430999999994,0.011121238,4414,614,0.001000375028987035,0.00047682545588700317,0.0018112765472312704
AR,Nevada,5099,15297270600,8997,3697,129404,0.0,0.0,0.0,5036,694,0.0,0.0,0.0
AR,Newton,5101,10202360300,8330,3571,85584,263.8604337,139.73360319999998,17.02713944,3884,526,3.1675922412965187,1.6774742280912363,3.237098752851711
AR,Ouachita,5103,30623702100,26120,11003,258907,0.0,0.0,0.0,12446,1985,0.0,0.0,0.0
AR,Perry,5105,15317858400,10445,4170,153506,0.0,0.0,0.0,3963,526,0.0,0.0,0.0
AR,Phillips,5107,30644882100,21757,8491,193277,48.930824019,35.297257669,8.443015549,12424,2733,0.22489692521487337,0.16223402890563954,0.30892848697402125
AR,Pike,5109,15329860200,11291,4457,118730,50.09379532,25.31621904,1.75426588,5716,638,0.4436612817288106,0.22421591568505891,0.2749633040752351
AR,Poinsett,5111,35780432800,24583,9754,287177,0.0,0.0,0.0,12850,2172,0.0,0.0,0.0
AR,Polk,5113,30683702100,20662,8450,242098,62.011352210000005,41.629360983999995,4.095021134,10332,1687,0.3001226996902527,0.20147788686477588,0.24273984196799048
AR,Pope,5115,56275463003,61754,23353,550988,105.2647881,65.06447664,6.116851907000001,25517,3172,0.17045825063963468,0.10536074851831459,0.19283896302017658
AR,Prairie,5117,15352380600,8715,3685,130859,0.0,0.0,0.0,4273,630,0.0,0.0,0.0
AR,Pulaski,5119,486305311866,382748,158772,5677788,0.0,0.0,0.0,143492,19565,0.0,0.0,0.0
AR,Randolph,5121,20487840903,17969,7299,184793,0.0,0.0,0.0,7491,1447,0.0,0.0,0.0
AR,Saline,5125,107625218317,107118,41441,1428210,0.0,0.0,0.0,30759,4105,0.0,0.0,0.0
AR,Scott,5127,15383850600,11233,4368,125200,67.04492887,31.80258983,3.722137967,5395,699,0.5968568402919969,0.28311750939197006,0.5324947020028612
AR,Searcy,5129,15389910600,8195,3574,123571,0.0,0.0,0.0,4375,522,0.0,0.0,0.0
AR,Sebastian,5131,133406078436,125744,49599,1302962,0.0,0.0,0.0,57415,7759,0.0,0.0,0.0
AR,Sevier,5133,20532321000,17058,5975,182144,0.0,0.0,0.0,9353,1187,0.0,0.0,0.0
AR,Sharp,5135,20541881000,17264,7360,151949,0.0,0.0,0.0,8653,1185,0.0,0.0,0.0
AR,St. Francis,5123,30743762100,28258,9616,230158,0.0,0.0,0.0,12884,2415,0.0,0.0,0.0
AR,Stone,5137,15413850503,12394,5325,122297,0.0,0.0,0.0,6627,821,0.0,0.0,0.0
AR,Union,5139,51399505500,41639,16951,459936,0.0,0.0,0.0,18525,2721,0.0,0.0,0.0
AR,Van Buren,5141,25707301303,17295,7433,200554,0.0,0.0,0.0,8824,1300,0.0,0.0,0.0
AR,Washington,5143,164576338501,203065,76389,1878693,0.0,0.0,0.0,91312,8599,0.0,0.0,0.0
AR,White,5145,66885918203,77076,29342,685358,0.0,0.0,0.0,30975,3839,0.0,0.0,0.0
AR,Woodruff,5147,10294980300,7260,3134,72712,0.0,0.0,0.0,3849,848,0.0,0.0,0.0
AR,Yell,5149,30899714506,22185,8219,265869,63.5787439,23.19293266,5.9192484279999995,10487,1269,0.28658437638043727,0.10454330700924049,0.46644983672182816
AZ,Apache,4001,64031212512,71518,22771,589154,26335.015822699996,18851.0501436,2509.9348216999997,44663,5018,36.82291985612013,26.35846939735451,50.018629368274205
AZ,Cochise,4003,128096034933,131346,50865,1635610,5182.509245767,2042.5176054689998,268.84207611700003,47245,7812,3.945692480750841,1.5550664698346353,3.4413988238223254
AZ,Coconino,4005,112145689509,134421,46711,1621164,12099.20446543,8069.778204339,1047.7391133840001,55426,6726,9.000977872081,6.003361233987993,15.577447418733275
AZ,Gila,4007,64113890003,53597,22000,764758,2710.936249314,1230.3265409419998,230.90757288100002,23527,3918,5.057999980062317,2.2955138178293555,5.893506199106688
AZ,Graham,4009,36089631503,37220,11120,494287,4979.692659470999,3705.709896061,661.0946650829999,14775,2485,13.379077537536268,9.956232928696936,26.603407045593556
AZ,Greenlee,4011,12035880600,8437,3188,159043,1608.34816626,956.3636017300001,127.79144926000001,3679,346,19.06303385397653,11.335351448737704,36.93394487283237
AZ,La Paz,4012,36110982608,20489,9198,388201,4616.763510844,1916.2182750110003,211.99576242999998,10270,1492,22.532888432056225,9.352424593738105,14.208831262064342
AZ,Maricopa,4013,3676181970204,3817117,1411583,60605372,2809.3103270700003,1369.183826047,107.392708846,1425573,171581,0.07359770022951878,0.03586957973902817,0.06259009380176127
AZ,Mohave,4015,172685923047,200186,82539,1992296,5198.103528752,2728.473651673,571.629178064,88720,13854,2.5966368920663783,1.3629692644205889,4.126094832279486
AZ,Navajo,4017,124556558089,107449,35658,1250953,9869.081610674999,7360.100824915,1099.4099918890001,59086,9065,9.184898519925731,6.849855117232362,12.128074924313294
AZ,Pima,4019,968586745397,980263,388660,14000706,5253.773815262,3576.143211038,444.90529754899995,380207,55949,0.5359555359390287,0.36481466821026604,0.7951979437505585
AZ,Pinal,4021,301577898430,375770,125590,4066286,2348.5041229910003,1148.320521544,224.171284802,145904,15654,0.6249844646967561,0.3055913248912899,1.4320383595374984
AZ,Santa Cruz,4023,40239662019,47420,15437,396625,1105.9316583739999,226.89366892299998,26.083935732999997,25296,3665,2.3322050999029944,0.4784767375010544,0.7117035670668485
AZ,Yavapai,4025,169050047601,211033,90903,2232735,2146.793725441,1097.2959426870002,232.012733068,79059,11738,1.0172786841114896,0.5199641490605735,1.9765951019594479
AZ,Yuma,4027,221489250739,195751,64767,2415109,1090.98730572,807.622580578,49.864927691000005,97717,14337,0.5573342183283866,0.41257647755464855,0.3478058707609682
CA,Alameda,6001,2160515434046,1510271,545138,33225659,0.0,0.0,0.0,429814,39286,0.0,0.0,0.0
CA,Alpine,6003,6003010000,1175,497,71932,121.0000001,24.44444436,4.0875332030000004,413,23,10.29787234893617,2.080378243404255,17.77188349130435
CA,Amador,6005,54045002614,38091,14569,616277,0.0,0.0,0.0,9491,1280,0.0,0.0,0.0
CA,Butte,6007,306357087152,220000,87618,2851130,0.031394705,0.009826459000000001,0.000184313,95262,9626,1.4270320454545455e-05,4.4665722727272734e-06,1.9147413255765634e-06
CA,Calaveras,6009,60090003001,45578,18886,644422,38.03634647,3.92438496,2.441888284,12278,1495,0.0834533030628812,0.008610261441923735,0.16333700896321068
CA,Colusa,6011,30055001500,21419,7056,275804,455.90556730000003,155.726631,19.45640166,9292,673,2.1285100485550212,0.7270490265651991,2.8909957890044575
CA,Contra Costa,6013,1250775711231,1049025,375364,20755626,0.0,0.0,0.0,265705,22201,0.0,0.0,0.0
CA,Del Norte,6015,42105001018,28610,9907,341587,178.55694328,100.34942263,14.678120236,11030,1243,0.6241067573575674,0.3507494674239776,1.1808624485921158
CA,El Dorado,6017,258733290927,181058,70223,3543775,0.0,0.0,0.0,44383,3834,0.0,0.0,0.0
CA,Fresno,6019,1197781899960,930450,289391,10722029,355.74318793800006,39.947819344,7.653043071,474424,56911,0.038233455633080775,0.004293387000268687,0.013447388151675423
CA,Glenn,6021,36126062003,28122,9800,334213,180.3802505,69.49048457,2.2566938359999997,12705,1064,0.6414204199559064,0.247103636192305,0.21209528533834582
CA,Humboldt,6023,180691121409,134623,56031,1622962,19.056033785999997,8.497021942,0.840800475,56495,4793,0.014155110037660724,0.006311716379816227,0.01754225902357605
CA,Imperial,6025,186776279218,174528,49126,1499158,2021.8929601,1331.185056,130.4719742,85889,8552,1.1584920242597176,0.7627343784378438,1.5256311295603369
CA,Inyo,6027,36162002300,18546,8049,408340,1184.394955556,461.680322181,71.279368319,5849,655,6.386255556756174,2.489379500598512,10.882346308244275
CA,Kern,6029,910379510803,839631,254610,8169578,1566.35964838,974.3416949080002,110.756283751,396697,41132,0.18655333692776946,0.11604403540460038,0.26927035823932705
CA,Kings,6031,162838004633,152982,41233,1303424,0.0,0.0,0.0,65499,6272,0.0,0.0,0.0
CA,Lake,6033,90495010909,64665,26548,689761,42.81870684,24.98900821,2.0091309440000003,31126,3030,0.06621620171653908,0.038643792175056056,0.06630795194719473
CA,Lassen,6035,54315363014,34895,10058,568538,4116.943744141,1331.585714555,64.82091796200001,7133,999,11.798090683883078,3.815978548660267,6.488580376576578
CA,Los Angeles,6037,14145646144138,9818605,3241204,159950672,600.3331121210001,162.5526467,4.310629385,4014095,273430,0.0061142403846676805,0.0016555574513894794,0.001576501987711663
CA,Madera,6039,138897009979,150865,43317,1171924,0.0,0.0,0.0,73593,7595,0.0,0.0,0.0
CA,Marin,6041,332261356823,252409,103210,6676855,0.0,0.0,0.0,49246,3649,0.0,0.0,0.0
CA,Mariposa,6043,36258001406,18251,7693,405393,1047.235014,404.9063338,7.238454395,6020,730,5.737959640567641,2.2185432787244537,0.9915690952054794
CA,Mendocino,6045,120900218908,87841,34945,1111348,0.007419591,0.003447155,0.000323056,38908,4087,8.446614906478751e-06,3.9243121093794475e-06,7.904477611940299e-06
CA,Merced,6047,296303060187,255793,75642,2315986,0.0,0.0,0.0,138159,14836,0.0,0.0,0.0
CA,Modoc,6049,24196001000,9686,4064,187661,840.1604668,361.13857579000006,21.732849486,3940,357,8.673967239314475,3.728459382510841,6.087632909243697
CA,Mono,6051,18153000403,14202,5768,226194,2490.2400608999997,527.6562649299999,42.742519148,4684,220,17.534432198986057,3.715365898676242,19.428417794545457
CA,Monterey,6053,562930847055,415057,125946,6241230,493.6625972999999,189.75358931,9.259938294,170407,8739,0.118938506590661,0.045717477192289246,0.10596107442499142
CA,Napa,6055,242208037696,136484,48876,3396285,0.0,0.0,0.0,38121,2624,0.0,0.0,0.0
CA,Nevada,6057,121140012044,98764,41527,1411820,13.45439093,5.653819905,0.504471429,28331,2477,0.013622768346766028,0.005724575660159572,0.02036622644327816
CA,Orange,6059,3532436380550,3010232,992781,52632985,0.0,0.0,0.0,911860,57416,0.0,0.0,0.0
