State,County,FIPS,CensusTract,POP2010,OHU2010,MedianFamilyIncome,lapop20,lalowi20,lasnap20,TractLOWI,TractSNAP,lapop20_share,lalowi20_share,lasnap20_share
AR,Hot Spring,5059,35413142800,32923,12664,334580,0,0,0,12335,1739,0,0,0
AR,Howard,5061,15185850600,13789,5365,126236,698.7305947,322.8359548,17.93121991,7126,670,5.067304335,2.341257196,2.676301479
AR,Independence,5063,40507923600,36647,14391,380488,0,0,0,16220,2014,0,0,0
AR,Izard,5065,20263841000,13696,5731,155277,0,0,0,6700,865,0,0,0
AR,Jackson,5067,25337401500,17997,6724,212318,0,0,0,7554,1449,0,0,0
AR,Jefferson,5069,1.21656E+11,77435,28873,1025377,0,0,0,32445,5930,0,0,0
AR,Johnson,5071,30431711700,25540,9812,232016,38.7228885,19.50223995,0.933109674,13415,1560,0.151616635,0.076359593,0.059814723
AR,Lafayette,5073,10146940300,7645,3150,86271,0,0,0,3660,643,0,0,0
AR,Lawrence,5075,30452822003,17415,6938,260919,0,0,0,8268,1172,0,0,0
AR,Lee,5077,20309881000,10424,3624,142619,0,0,0,5326,1342,0,0,0
AR,Lincoln,5079,20319841800,14134,4207,167165,0,0,0,5394,1034,0,0,0
AR,Little River,5081,20324120703,13171,5411,192946,0,0,0,5143,623,0,0,0
AR,Logan,5083,30503702100,22353,8704,284709,0,0,0,10165,1386,0,0,0
AR,Lonoke,5085,81360325031,68356,25295,962526,0,0,0,22361,2616,0,0,0
AR,Madison,5087,20351841000,15717,6174,176288,160.4665319,87.66458149,6.777135362,7859,822,1.020974307,0.557769177,0.824469022
AR,Marion,5089,20359840803,16653,7411,167278,0,0,0,8621,1167,0,0,0
AR,Miller,5091,61093206706,43462,17219,501962,0,0,0,18772,2958,0,0,0
AR,Mississippi,5093,61116129600,46480,17741,482336,0,0,0,23408,4154,0,0,0
AR,Monroe,5095,15287850600,8149,3481,130967,0,0,0,4418,953,0,0,0
AR,Montgomery,5097,15293859300,9487,4000,119673,0.094905579,0.045236431,0.011121238,4414,614,0.001000375,0.000476825,0.001811277
AR,Nevada,5099,15297270600,8997,3697,129404,0,0,0,5036,694,0,0,0
AR,Newton,5101,10202360300,8330,3571,85584,263.8604337,139.7336032,17.02713944,3884,526,3.167592241,1.677474228,3.237098753
AR,Ouachita,5103,30623702100,26120,11003,258907,0,0,0,12446,1985,0,0,0
AR,Perry,5105,15317858400,10445,4170,153506,0,0,0,3963,526,0,0,0
AR,Phillips,5107,30644882100,21757,8491,193277,48.93082402,35.29725767,8.443015549,12424,2733,0.224896925,0.162234029,0.308928487
AR,Pike,5109,15329860200,11291,4457,118730,50.09379532,25.31621904,1.75426588,5716,638,0.443661282,0.224215916,0.274963304
AR,Poinsett,5111,35780432800,24583,9754,287177,0,0,0,12850,2172,0,0,0
AR,Polk,5113,30683702100,20662,8450,242098,62.01135221,41.62936098,4.095021134,10332,1687,0.3001227,0.201477887,0.242739842
AR,Pope,5115,56275463003,61754,23353,550988,105.2647881,65.06447664,6.116851907,25517,3172,0.170458251,0.105360749,0.192838963
AR,Prairie,5117,15352380600,8715,3685,130859,0,0,0,4273,630,0,0,0
AR,Pulaski,5119,4.86305E+11,382748,158772,5677788,0,0,0,143492,19565,0,0,0
AR,Randolph,5121,20487840903,17969,7299,184793,0,0,0,7491,1447,0,0,0
AR,Saline,5125,1.07625E+11,107118,41441,1428210,0,0,0,30759,4105,0,0,0
AR,Scott,5127,15383850600,11233,4368,125200,67.04492887,31.80258983,3.722137967,5395,699,0.59685684,0.283117509,0.532494702
AR,Searcy,5129,15389910600,8195,3574,123571,0,0,0,4375,522,0,0,0
AR,Sebastian,5131,1.33406E+11,125744,49599,1302962,0,0,0,57415,7759,0,0,0
AR,Sevier,5133,20532321000,17058,5975,182144,0,0,0,9353,1187,0,0,0
AR,Sharp,5135,20541881000,17264,7360,151949,0,0,0,8653,1185,0,0,0
AR,St. Francis,5123,30743762100,28258,9616,230158,0,0,0,12884,2415,0,0,0
AR,Stone,5137,15413850503,12394,5325,122297,0,0,0,6627,821,0,0,0
AR,Union,5139,51399505500,41639,16951,459936,0,0,0,18525,2721,0,0,0
AR,Van Buren,5141,25707301303,17295,7433,200554,0,0,0,8824,1300,0,0,0
AR,Washington,5143,1.64576E+11,203065,76389,1878693,0,0,0,91312,8599,0,0,0
AR,White,5145,66885918203,77076,29342,685358,0,0,0,30975,3839,0,0,0
AR,Woodruff,5147,10294980300,7260,3134,72712,0,0,0,3849,848,0,0,0
AR,Yell,5149,30899714506,22185,8219,265869,63.5787439,23.19293266,5.919248428,10487,1269,0.286584376,0.104543307,0.466449837
AZ,Apache,4001,64031212512,71518,22771,589154,26335.01582,18851.05014,2509.934822,44663,5018,36.82291986,26.3584694,50.01862937
AZ,Cochise,4003,1.28096E+11,131346,50865,1635610,5182.509246,2042.517605,268.8420761,47245,7812,3.945692481,1.55506647,3.441398824
AZ,Coconino,4005,1.12146E+11,134421,46711,1621164,12099.20447,8069.778204,1047.739113,55426,6726,9.000977872,6.003361234,15.57744742
AZ,Gila,4007,64113890003,53597,22000,764758,2710.936249,1230.326541,230.9075729,23527,3918,5.05799998,2.295513818,5.893506199
AZ,Graham,4009,36089631503,37220,11120,494287,4979.692659,3705.709896,661.0946651,14775,2485,13.37907754,9.956232929,26.60340705
AZ,Greenlee,4011,12035880600,8437,3188,159043,1608.348166,956.3636017,127.7914493,3679,346,19.06303385,11.33535145,36.93394487
AZ,La Paz,4012,36110982608,20489,9198,388201,4616.763511,1916.218275,211.9957624,10270,1492,22.53288843,9.352424594,14.20883126
AZ,Maricopa,4013,3.67618E+12,3817117,1411583,60605372,2809.310327,1369.183826,107.3927088,1425573,171581,0.0735977,0.03586958,0.062590094
AZ,Mohave,4015,1.72686E+11,200186,82539,1992296,5198.103529,2728.473652,571.6291781,88720,13854,2.596636892,1.362969264,4.126094832
AZ,Navajo,4017,1.24557E+11,107449,35658,1250953,9869.081611,7360.100825,1099.409992,59086,9065,9.18489852,6.849855117,12.12807492
AZ,Pima,4019,9.68587E+11,980263,388660,14000706,5253.773815,3576.143211,444.9052975,380207,55949,0.535955536,0.364814668,0.795197944
AZ,Pinal,4021,3.01578E+11,375770,125590,4066286,2348.504123,1148.320522,224.1712848,145904,15654,0.624984465,0.305591325,1.43203836
AZ,Santa Cruz,4023,40239662019,47420,15437,396625,1105.931658,226.8936689,26.08393573,25296,3665,2.3322051,0.478476738,0.711703567
AZ,Yavapai,4025,1.6905E+11,211033,90903,2232735,2146.793725,1097.295943,232.0127331,79059,11738,1.017278684,0.519964149,1.976595102
AZ,Yuma,4027,2.21489E+11,195751,64767,2415109,1090.987306,807.6225806,49.86492769,97717,14337,0.557334218,0.412576478,0.347805871
CA,Alameda,6001,2.16052E+12,1510271,545138,33225659,0,0,0,429814,39286,0,0,0
CA,Alpine,6003,6003010000,1175,497,71932,121.0000001,24.44444436,4.087533203,413,23,10.29787235,2.080378243,17.77188349
CA,Amador,6005,54045002614,38091,14569,616277,0,0,0,9491,1280,0,0,0
CA,Butte,6007,3.06357E+11,220000,87618,2851130,0.031394705,0.009826459,0.000184313,95262,9626,1.43E-05,4.47E-06,1.91E-06
CA,Calaveras,6009,60090003001,45578,18886,644422,38.03634647,3.92438496,2.441888284,12278,1495,0.083453303,0.008610261,0.163337009
CA,Colusa,6011,30055001500,21419,7056,275804,455.9055673,155.726631,19.45640166,9292,673,2.128510049,0.727049027,2.890995789
CA,Contra Costa,6013,1.25078E+12,1049025,375364,20755626,0,0,0,265705,22201,0,0,0
CA,Del Norte,6015,42105001018,28610,9907,341587,178.5569433,100.3494226,14.67812024,11030,1243,0.624106757,0.350749467,1.180862449
CA,El Dorado,6017,2.58733E+11,181058,70223,3543775,0,0,0,44383,3834,0,0,0
CA,Fresno,6019,1.19778E+12,930450,289391,10722029,355.7431879,39.94781934,7.653043071,474424,56911,0.038233456,0.004293387,0.013447388
CA,Glenn,6021,36126062003,28122,9800,334213,180.3802505,69.49048457,2.256693836,12705,1064,0.64142042,0.247103636,0.212095285
CA,Humboldt,6023,1.80691E+11,134623,56031,1622962,19.05603379,8.497021942,0.840800475,56495,4793,0.01415511,0.006311716,0.017542259
CA,Imperial,6025,1.86776E+11,174528,49126,1499158,2021.89296,1331.185056,130.4719742,85889,8552,1.158492024,0.762734378,1.52563113
CA,Inyo,6027,36162002300,18546,8049,408340,1184.394956,461.6803222,71.27936832,5849,655,6.386255557,2.489379501,10.88234631
CA,Kern,6029,9.1038E+11,839631,254610,8169578,1566.359648,974.3416949,110.7562838,396697,41132,0.186553337,0.116044035,0.269270358
CA,Kings,6031,1.62838E+11,152982,41233,1303424,0,0,0,65499,6272,0,0,0
CA,Lake,6033,90495010909,64665,26548,689761,42.81870684,24.98900821,2.009130944,31126,3030,0.066216202,0.038643792,0.066307952
CA,Lassen,6035,54315363014,34895,10058,568538,4116.943744,1331.585715,64.82091796,7133,999,11.79809068,3.815978549,6.488580377
CA,Los Angeles,6037,1.41456E+13,9818605,3241204,159950672,600.3331121,162.5526467,4.310629385,4014095,273430,0.00611424,0.001655557,0.001576502
CA,Madera,6039,1.38897E+11,150865,43317,1171924,0,0,0,73593,7595,0,0,0
CA,Marin,6041,3.32261E+11,252409,103210,6676855,0,0,0,49246,3649,0,0,0
CA,Mariposa,6043,36258001406,18251,7693,405393,1047.235014,404.9063338,7.238454395,6020,730,5.737959641,2.218543279,0.991569095
CA,Mendocino,6045,1.209E+11,87841,34945,1111348,0.007419591,0.003447155,0.000323056,38908,4087,8.45E-06,3.92E-06,7.90E-06
CA,Merced,6047,2.96303E+11,255793,75642,2315986,0,0,0,138159,14836,0,0,0
CA,Modoc,6049,24196001000,9686,4064,187661,840.1604668,361.1385758,21.73284949,3940,357,8.673967239,3.728459383,6.087632909
CA,Mono,6051,18153000403,14202,5768,226194,2490.240061,527.6562649,42.74251915,4684,220,17.5344322,3.715365899,19.42841779
CA,Monterey,6053,5.62931E+11,415057,125946,6241230,493.6625973,189.7535893,9.259938294,170407,8739,0.118938507,0.045717477,0.105961074
CA,Napa,6055,2.42208E+11,136484,48876,3396285,0,0,0,38121,2624,0,0,0
CA,Nevada,6057,1.2114E+11,98764,41527,1411820,13.45439093,5.653819905,0.504471429,28331,2477,0.013622768,0.005724576,0.020366226
CA,Orange,6059,3.53244E+12,3010232,992781,52632985,0,0,0,911860,57416,0,0,0
CA,Placer,6061,5.15188E+11,348432,132627,7398194,16.85443405,4.596663866,0.558100965,78653,5822,0.004837223,0.001319243,0.009586069
CA,Plumas,6063,42441002206,20007,8977,436279,0,0,0,7139,576,0,0,0
CA,Riverside,6065,2.74748E+12,2189641,686260,28808611,305.1426631,175.7394919,16.47615107,875051,69849,0.013935739,0.00802595,0.023588242
CA,Sacramento,6067,1.92324E+12,1418788,513945,21305767,0,0,0,543102,61508,0,0,0
CA,San Benito,6069,66759005609,55269,16805,825348,178.4549657,40.72846083,2.126684521,18017,1713,0.322884376,0.073691329,0.124149709
CA,San Bernardino,6071,2.2402E+12,2035210,611618,22133996,11418.51482,3935.09595,126.7866267,858653,86222,0.561048482,0.193350856,0.147046724
CA,San Diego,6073,3.81385E+12,3095313,1086865,48673345,7.039507091,5.528915254,0.846118872,1026386,65473,0.000227425,0.000178622,0.001292317
CA,San Francisco,6075,1.19071E+12,805235,345811,19269214,0,0,0,230442,17157,0,0,0
CA,San Joaquin,6077,8.44704E+11,685306,215007,7905672,0,0,0,289529,28198,0,0,0
CA,San Luis Obispo,6079,3.22188E+11,269637,102016,3877224,618.421416,283.4594892,12.73132869,83143,5602,0.229353322,0.105126333,0.227263989
CA,San Mateo,6081,9.60895E+11,718451,257837,18887895,0,0,0,149629,7698,0,0,0
CA,Santa Barbara,6083,5.47473E+11,423895,142104,6904905,216.8079533,108.9576589,5.425730546,156263,9718,0.051146617,0.025703926,0.055831761
CA,Santa Clara,6085,2.26381E+12,1781642,604204,41330307,0,0,0,422167,30922,0,0,0
CA,Santa Cruz,6087,3.1653E+11,262382,94355,4405849,0,0,0,83245,6615,0,0,0
CA,Shasta,6089,2.92273E+11,177223,70346,2752581,26.83918764,6.474996645,0.693316662,72287,6723,0.015144303,0.003653587,0.010312608
CA,Sierra,6091,6091010000,3240,1482,57708,104.8968144,38.08990952,1.990008791,962,49,3.237556,1.175614491,4.061242431
CA,Siskiyou,6093,85302009206,44900,19505,642153,974.3309914,610.8197024,45.04575467,20439,2623,2.170002208,1.360400228,1.717337197
CA,Solano,6095,5.85145E+11,413344,141758,7122515,0,0,0,115413,12667,0,0,0
CA,Sonoma,6097,6.03618E+11,483878,185825,7675779,0,0,0,143462,11482,0,0,0
CA,Stanislaus,6099,5.73306E+11,514453,165180,5112415,0,0,0,228354,25528,0,0,0
CA,Sutter,6101,1.28122E+11,94737,31437,1248469,0,0,0,40408,3374,0,0,0
CA,Tehama,6103,67133006600,63463,23767,556606,201.7350542,120.2346385,5.376299744,28532,3311,0.317878219,0.189456279,0.162376918
CA,Trinity,6105,30525001103,13786,6083,252954,303.9349828,84.05035578,4.742004357,5643,380,2.204664027,0.609679064,1.247895883
CA,Tulare,6107,4.76346E+11,442179,130352,3619254,145.8701912,62.37330503,3.183697266,245750,30364,0.032988946,0.014105895,0.010485105
CA,Tuolumne,6109,67200016703,55365,22156,585205,20.81298612,10.22284122,0.97595809,18028,2195,0.037592317,0.018464447,0.044462783
CA,Ventura,6111,1.06332E+12,823318,266920,15406225,109.4810187,23.49166201,0.301225926,232553,17680,0.013297537,0.002853291,0.001703767
CA,Yolo,6113,2.50633E+11,200849,70872,3421798,0,0,0,77052,5855,0,0,0
CA,Yuba,6115,85610568109,72155,24307,659166,0,0,0,34336,4055,0,0,0
CO,Adams,8001,7.76099E+11,441603,153764,6314925,36.40594063,8.573722027,1.024182427,161007,16955,0.008244043,0.0019415,0.006040592
CO,Alamosa,8003,32015840600,15445,5995,195987,64.75645712,23.25231838,4.882038343,7766,1392,0.419271331,0.150549164,0.350721145
CO,Arapahoe,8005,1.17674E+12,572003,224011,12015756,4.571325663,2.404820668,0.139160859,167536,18099,0.000799179,0.000420421,0.000768887
CO,Archuleta,8007,32031863300,12084,5267,239448,15.78223297,2.543108565,0.788676766,4060,500,0.130604377,0.021045255,0.157735353
CO,Baca,8009,16019929300,3788,1685,90362,297.6801301,96.03580974,10.69246402,1539,173,7.858503963,2.535264249,6.18061504
CO,Bent,8011,8011966700,6499,1832,42764,53.97347236,21.80528281,4.90218564,1717,419,0.830488881,0.335517507,1.169972706
CO,Boulder,8013,5.44885E+11,294567,119300,6478387,0,0,0,82065,6536,0,0,0
CO,Broomfield,8014,1.44255E+11,55889,21414,1484618,0,0,0,10062,1007,0,0,0
CO,Chaffee,8015,40075001403,17809,7601,285776,14.94114823,1.84182354,0.507105213,5262,493,0.083896615,0.010342094,0.102861098
CO,Cheyenne,8017,8017960600,1836,786,65792,435.223942,122.5024681,13.41603269,680,57,23.70500773,6.672247718,23.53689946
CO,Clear Creek,8019,24057044400,9088,4208,248088,0,0,0,1669,252,0,0,0
CO,Conejos,8021,16043949700,8256,3118,98993,48.67176943,23.57026095,2.944851067,3935,606,0.589532091,0.285492502,0.485949021
CO,Costilla,8023,16047945300,3524,1550,85044,2767.517258,1380.062799,292.5716384,1759,322,78.53340687,39.16182743,90.86075726
